lang,word
Latin,Tries
Old French,Tries
Proto-Germanic,Tries
Old English,Tries
Middle English,Tries
Anglo-Norman,Tries
English,Trifles
Proto-Indo-European,Trifles
Middle English,Trifles
Old English,Trifles
Proto-Germanic,Trifles
Old French,Trifles
Latin,Trifles
Occitan,Trifles
Proto-Italic,Trifles
Vulgar Latin,Trifles
Proto-West Germanic,Trifles
English,Trifling
Proto-Indo-European,Trifling
Middle English,Trifling
Old French,Trifling
Latin,Trifling
Occitan,Trifling
Proto-Italic,Trifling
Vulgar Latin,Trifling
English,Trim
Old English,Trim
Proto-Germanic,Trim
Middle English,Trim
English,Trimmed
English,Trimming
Old English,Trimming
Proto-Germanic,Trimming
Middle English,Trimming
English,Trinity
Proto-Indo-European,Trinity
Proto-Italic,Trinity
Middle French,Trinity
Old French,Trinity
Latin,Trinity
Middle English,Trinity
Proto-Italic,Trio
English,Trio
Italian,Trio
French,Trio
Latin,Trio
Proto-Indo-European,Trio
English,Trip
Middle English,Trip
Old French,Trip
English,Triply
Latin,Triply
Middle English,Triply
Old English,Triply
Proto-Germanic,Triply
Proto-Italic,Triply
Proto-West Germanic,Triply
Ancient Greek,Tripod
Proto-Indo-European,Tripod
English,Tripod
Latin,Tripod
English,Tripping
Middle English,Tripping
Old French,Tripping
English,Triumph
Latin,Triumph
Ancient Greek,Triumph
Old Latin,Triumph
Proto-Indo-European,Triumph
Old French,Triumph
Proto-Italic,Triumph
Latin,Triumphal
Ancient Greek,Triumphal
English,Triumphal
Old Latin,Triumphal
Proto-Italic,Triumphal
Middle English,Triumphal
Latin,Triumphant
Ancient Greek,Triumphant
English,Triumphant
Old Latin,Triumphant
Proto-Indo-European,Triumphant
Proto-Italic,Triumphant
English,Triumphantly
Latin,Triumphantly
Ancient Greek,Triumphantly
Middle English,Triumphantly
Old English,Triumphantly
Old Latin,Triumphantly
Proto-Indo-European,Triumphantly
Proto-Germanic,Triumphantly
Proto-West Germanic,Triumphantly
Proto-Italic,Triumphantly
Proto-Indo-European,Triune
English,Triune
Proto-Italic,Triune
Latin,Triune
Old Latin,Triune
Proto-Italic,Trivial
Latin,Trivial
English,Trivial
Proto-Indo-European,Trivial
English,Trod
Proto-Indo-European,Trod
Middle English,Trod
Old English,Trod
Proto-Germanic,Trod
Old Norse,Trod
Proto-Norse,Trod
Proto-West Germanic,Trod
English,Trodden
Proto-Indo-European,Trodden
Middle English,Trodden
Old English,Trodden
Proto-Germanic,Trodden
Old Norse,Trodden
Proto-Norse,Trodden
Proto-West Germanic,Trodden
English,Troil
Ancient Greek,Troil
Latin,Troil
Proto-Indo-European,Troil
French,Troil
Middle French,Troil
Proto-Hellenic,Troil
Biblical Hebrew,Troil
Old French,Troil
Proto-Italic,Troil
English,Troops
Proto-Indo-European,Troops
Latin,Troops
Ancient Greek,Troops
French,Troops
Proto-Italic,Troops
Middle French,Troops
Proto-Germanic,Troops
Old English,Troops
Old French,Troops
Proto-Slavic,Troops
Middle English,Troops
Anglo-Norman,Troops
Proto-West Germanic,Troops
Ukrainian,Troops
Medieval Latin,Troops
Frankish,Troops
Indo-European,Troops
Ancient Greek,Trope
Proto-Indo-European,Trope
English,Trope
Latin,Trope
Proto-Hellenic,Trope
Ancient Greek,Trophy
Proto-Indo-European,Trophy
English,Trophy
Middle French,Trophy
Latin,Trophy
Ancient Greek,Tropic
Proto-Indo-European,Tropic
English,Tropic
Late Latin,Tropic
French,Tropic
Proto-Hellenic,Tropic
Ancient Greek,Tropical
Arabic,Tropical
English,Tropical
Proto-Indo-European,Tropical
Latin,Tropical
German,Tropical
Old French,Tropical
Proto-Italic,Tropical
Aramaic,Tropical
Late Latin,Tropical
Andalusian Arabic,Tropical
New Latin,Tropical
French,Tropical
Akkadian,Tropical
Middle English,Tropical
Proto-Hellenic,Tropical
English,Tropics
English,Trotting
English,Trouble
Latin,Trouble
Ancient Greek,Trouble
Proto-Indo-European,Trouble
Old French,Trouble
Vulgar Latin,Trouble
English,Troubled
Vietnamese,Troubled
English,Troubledly
Vietnamese,Troubledly
English,Troubles
Latin,Troubles
Ancient Greek,Troubles
Proto-Indo-European,Troubles
Old French,Troubles
Vulgar Latin,Troubles
Proto-Indo-European,Troublesome
English,Troublesome
Latin,Troublesome
Ancient Greek,Troublesome
French,Troublesome
Old English,Troublesome
Proto-Germanic,Troublesome
Old French,Troublesome
Middle English,Troublesome
Vulgar Latin,Troublesome
Proto-West Germanic,Troublesome
Proto-Italic,Troublesome
Old Latin,Troublesome
English,Trough
Old English,Trough
Proto-Semitic,Trough
Middle English,Trough
Ancient Greek,Trover
Proto-Indo-European,Trover
Latin,Trover
English,Trover
Old French,Trover
Vulgar Latin,Trover
Proto-Hellenic,Trover
English,Trowsers
Proto-Indo-European,Truce
Ancient Greek,Truce
English,Truce
Proto-Hellenic,Truce
Middle English,Truce
Proto-Germanic,Truce
Old Norse,Truce
Old English,Truce
Proto-West Germanic,Truce
English,Truck
Ancient Greek,Truck
Medieval Latin,Truck
Ancient Greek,Trucks
English,Trucks
Proto-Indo-European,Trucks
Latin,Trucks
Middle English,Trucks
Old English,Trucks
Anglo-Norman,Trucks
Old French,Trucks
Medieval Latin,Trucks
Frankish,Trucks
Proto-Germanic,Trucks
Proto-Hellenic,Trucks
Proto-West Germanic,Trucks
Proto-Indo-European,True
English,True
Middle English,True
Proto-Germanic,True
Old English,True
Proto-West Germanic,True
English,Truer
English,Truly
Middle English,Truly
Old English,Truly
English,Trump
Frankish,Trump
German,Trump
Old French,Trump
Middle English,Trump
Middle High German,Trump
English,Trumpa
English,Trumpet
Frankish,Trumpet
German,Trumpet
Old French,Trumpet
Middle English,Trumpet
Middle High German,Trumpet
English,Trumps
Frankish,Trumps
Old English,Trumps
German,Trumps
Old French,Trumps
Middle English,Trumps
Middle High German,Trumps
Proto-West Germanic,Trumps
Latin,Trunk
English,Trunk
Proto-Indo-European,Trunk
Old French,Trunk
German,Trunk
Middle English,Trunk
English,Trunks
English,Trust
Proto-Indo-European,Trust
Proto-Germanic,Trust
Old Norse,Trust
Middle English,Trust
English,Trustworthy
Proto-Indo-European,Trustworthy
Middle English,Trustworthy
Old English,Trustworthy
Proto-Germanic,Trustworthy
Old Norse,Trustworthy
Proto-West Germanic,Trustworthy
English,Truth
Proto-Indo-European,Truth
Proto-Germanic,Truth
Middle English,Truth
Old English,Truth
Proto-Indo-European,Truthful
Ancient Greek,Truthful
English,Truthful
Latin,Truthful
Proto-Germanic,Truthful
Middle English,Truthful
Old English,Truthful
Old French,Truthful
Proto-Hellenic,Truthful
Late Latin,Truthful
English,Truthfully
Proto-Indo-European,Truthfully
Ancient Greek,Truthfully
Latin,Truthfully
Middle English,Truthfully
Old English,Truthfully
Proto-Germanic,Truthfully
Old French,Truthfully
Proto-Hellenic,Truthfully
Late Latin,Truthfully
Proto-West Germanic,Truthfully
English,Truths
Proto-Indo-European,Truths
Ancient Greek,Truths
Latin,Truths
Old English,Truths
Proto-Germanic,Truths
Middle English,Truths
Old French,Truths
Proto-Hellenic,Truths
Late Latin,Truths
Proto-West Germanic,Truths
English,Try
Proto-Indo-European,Try
Latin,Try
Old French,Try
Middle English,Try
Anglo-Norman,Try
English,Trying
Proto-Indo-European,Trying
Latin,Trying
Old English,Trying
Middle English,Trying
Old French,Trying
Proto-Germanic,Trying
Anglo-Norman,Trying
English,Trysail
English,Tu
Middle English,Tu
Middle Dutch,Tu
Middle Low German,Tu
English,Tub
English,Tube
Latin,Tube
Middle French,Tube
English,Tubes
Latin,Tubes
Middle French,Tubes
English,Tubs
Proto-Indo-European,Tubs
Latin,Tubs
Proto-Germanic,Tubs
Middle English,Tubs
Old English,Tubs
Proto-Italic,Tubs
Middle Dutch,Tubs
Ancient Greek,Tubs
Medieval Latin,Tubs
Middle Low German,Tubs
Late Latin,Tubs
Proto-West Germanic,Tubs
Classical Latin,Tubs
Germanic,Tubs
English,Tucked
English,Tucking
English,Tucks
Proto-Indo-European,Tucks
Middle Dutch,Tucks
Italian,Tucks
Old Dutch,Tucks
Proto-Germanic,Tucks
Old French,Tucks
Middle English,Tucks
Old English,Tucks
Middle High German,Tucks
Frankish,Tucks
English,Tufted
English,Tufts
Proto-Indo-European,Tufts
Proto-Germanic,Tufts
Old French,Tufts
Middle English,Tufts
Late Latin,Tufts
Proto-Indo-European,Tug
English,Tug
Old English,Tug
Proto-Germanic,Tug
Old Norse,Tug
Middle English,Tug
Proto-Indo-European,Tugboat
English,Tugboat
Old English,Tugboat
Proto-Germanic,Tugboat
Old Norse,Tugboat
Middle English,Tugboat
Proto-West Germanic,Tugboat
English,Tugged
Proto-Indo-European,Tugging
English,Tugging
Old English,Tugging
Proto-Germanic,Tugging
Old Norse,Tugging
Middle English,Tugging
English,Tumble
Middle English,Tumble
Old French,Tumble
Old English,Tumble
Proto-Germanic,Tumble
Anglo-Norman,Tumble
English,Tumbled
English,Tumbling
Middle English,Tumbling
Old French,Tumbling
Old English,Tumbling
Proto-Germanic,Tumbling
Anglo-Norman,Tumbling
English,Tumult
Latin,Tumult
Old French,Tumult
Latin,Tumultuous
English,Tumultuous
Old French,Tumultuous
Old Latin,Tumultuous
English,Tumultuously
Latin,Tumultuously
Middle English,Tumultuously
Old English,Tumultuously
Old French,Tumultuously
Proto-Germanic,Tumultuously
Proto-West Germanic,Tumultuously
Old Latin,Tumultuously
Ancient Greek,Tun
Proto-Indo-European,Tun
English,Tun
Latin,Tun
Polish,Tun
Proto-Italic,Tun
Proto-Hellenic,Tun
Russian,Tun
Proto-Albanian,Tun
Albanian,Tun
Proto-Slavic,Tun
Proto-Germanic,Tun
Old French,Tun
Old English,Tun
Middle English,Tun
Proto-Balto-Slavic,Tun
Proto-West Germanic,Tun
Old High German,Tun
Middle High German,Tun
Indo-European,Tun
Slavic,Tun
Old Polish,Tun
Sanskrit,Tun
Ancient Greek,Tune
Proto-Indo-European,Tune
English,Tune
Latin,Tune
Polish,Tune
Proto-Italic,Tune
Proto-Hellenic,Tune
Russian,Tune
Proto-Albanian,Tune
Albanian,Tune
Proto-Slavic,Tune
Proto-Germanic,Tune
Old French,Tune
Old English,Tune
Middle English,Tune
Proto-Balto-Slavic,Tune
Proto-West Germanic,Tune
Old High German,Tune
Middle High German,Tune
Indo-European,Tune
Slavic,Tune
Old Polish,Tune
Sanskrit,Tune
Ancient Greek,Tunes
Proto-Indo-European,Tunes
English,Tunes
Latin,Tunes
Polish,Tunes
Proto-Italic,Tunes
Proto-Hellenic,Tunes
Russian,Tunes
Proto-Albanian,Tunes
Albanian,Tunes
Old English,Tunes
Proto-Slavic,Tunes
Proto-Germanic,Tunes
Old French,Tunes
Middle English,Tunes
Proto-Balto-Slavic,Tunes
Proto-West Germanic,Tunes
Old High German,Tunes
Middle High German,Tunes
Indo-European,Tunes
Slavic,Tunes
Old Polish,Tunes
Sanskrit,Tunes
Latin,Tunic
English,Tunic
Middle French,Tunic
Old French,Tunic
Latin,Tunnel
English,Tunnel
Middle French,Tunnel
French,Tunnel
Proto-Indo-European,Tunnel
Old French,Tunnel
Proto-Celtic,Tunnel
Late Latin,Tunnel
Gaulish,Tuns
Proto-Celtic,Tuns
English,Tuns
Proto-Indo-European,Tuns
Latin,Tuns
Old English,Tuns
Proto-Germanic,Tuns
Middle English,Tuns
Proto-West Germanic,Tuns
Celtic,Tuns
Burmese,Tuns
Malay,Tuns
Turkish,Turban
English,Turban
Middle French,Turban
Italian,Turban
Persian,Turban
Ottoman Turkish,Turban
Punjabi,Turban
Arabic,Turban
Middle Persian,Turban
Classical Persian,Turban
Proto-Iranian,Turban
English,Turbaned
Turkish,Turbaned
Middle French,Turbaned
Italian,Turbaned
Middle English,Turbaned
Old English,Turbaned
Persian,Turbaned
Ottoman Turkish,Turbaned
Punjabi,Turbaned
Arabic,Turbaned
Middle Persian,Turbaned
Classical Persian,Turbaned
Proto-Iranian,Turbaned
English,Turbid
Latin,Turbid
Ancient Greek,Turbid
Proto-Indo-European,Turbid
Middle English,Turbid
Proto-Italic,Turbid
Proto-Indo-European,Turbulence
Latin,Turbulence
English,Turbulence
Ancient Greek,Turbulence
English,Turfed
English,Turk
English,Turkey
English,Turkeys
English,Turkish
Proto-Indo-European,Turkish
Turkish,Turkish
Arabic,Turkish
Sanskrit,Turkish
Proto-Turkic,Turkish
Old English,Turkish
Middle English,Turkish
Middle Persian,Turkish
Proto-Germanic,Turkish
Persian,Turkish
Ottoman Turkish,Turkish
Old French,Turkish
Old Turkic,Turkish
Proto-West Germanic,Turkish
Byzantine Greek,Turkish
Medieval Latin,Turkish
Old Anatolian Turkish,Turkish
English,Turks
Old French,Turks
Middle English,Turks
Byzantine Greek,Turks
Medieval Latin,Turks
English,Turmoil
Old French,Turmoil
English,Turn
Latin,Turn
Proto-Indo-European,Turn
Ancient Greek,Turn
Old French,Turn
Middle English,Turn
Old English,Turn
English,Turned
Latin,Turned
Proto-Indo-European,Turned
Ancient Greek,Turned
Old French,Turned
Middle English,Turned
Old English,Turned
Latin,Turning
Ancient Greek,Turning
Old English,Turning
Middle English,Turning
Old French,Turning
Proto-Germanic,Turning
Latin,Turnip
English,Turnip
Proto-Indo-European,Turnip
Ancient Greek,Turnip
Old French,Turnip
Middle English,Turnip
Old English,Turnip
English,Turnpike
Middle English,Turnpike
English,Turns
Proto-Indo-European,Turns
Latin,Turns
Ancient Greek,Turns
Old French,Turns
Middle English,Turns
Old English,Turns
Anglo-Norman,Turns
Proto-West Germanic,Turns
Proto-Hellenic,Turns
English,Turnstile
Latin,Turnstile
Proto-Indo-European,Turnstile
Ancient Greek,Turnstile
Old French,Turnstile
Middle English,Turnstile
Old English,Turnstile
Anglo-Norman,Turnstile
Medieval Latin,Turnstile
Proto-West Germanic,Turnstile
Proto-Hellenic,Turnstile
Ancient Greek,Turtle
English,Turtle
Proto-Indo-European,Turtle
Middle English,Turtle
Old French,Turtle
Latin,Turtle
Old Occitan,Turtle
Medieval Latin,Turtle
Late Latin,Turtle
Proto-Hellenic,Turtle
English,Turtles
Latin,Turtles
Middle English,Turtles
Proto-Indo-European,Tusk
English,Tusk
Proto-Germanic,Tusk
Middle English,Tusk
Old English,Tusk
Proto-West Germanic,Tusk
Proto-Indo-European,Tusked
English,Tusked
Proto-Germanic,Tusked
Middle English,Tusked
Old English,Tusked
Proto-West Germanic,Tusked
English,Tut
Latin,Tut
Proto-Indo-European,Tut
Proto-Italic,Tut
Middle English,Tut
Old French,Tut
Indo-European,Tut
Latin,Tutelary
English,Tutelary
Proto-Indo-European,Tutelary
Proto-Italic,Tutelary
English,Tutored
English,Tv
English,Tweezers
French,Tweezers
Old French,Tweezers
Middle French,Tweezers
English,Twelfth
Middle English,Twelfth
Old English,Twelfth
Proto-Germanic,Twelfth
Proto-Indo-European,Twelve
English,Twelve
Proto-Germanic,Twelve
Middle English,Twelve
Old English,Twelve
English,Twelvemonth
Proto-Indo-European,Twelvemonth
Proto-Germanic,Twelvemonth
Old English,Twelvemonth
Middle English,Twelvemonth
Proto-Indo-European,Twenty
English,Twenty
Proto-Germanic,Twenty
Old English,Twenty
Middle English,Twenty
English,Twice
Old English,Twice
English,Twiddle
English,Twig
Irish,Twig
Middle Irish,Twig
Middle English,Twig
Old English,Twig
Proto-Celtic,Twig
Old Irish,Twig
Proto-Indo-European,Twig
Proto-West Germanic,Twig
English,Twigged
Proto-Indo-European,Twigs
English,Twigs
Irish,Twigs
Old English,Twigs
Proto-Germanic,Twigs
Middle English,Twigs
Middle Irish,Twigs
Proto-West Germanic,Twigs
Proto-Celtic,Twigs
Old Irish,Twigs
English,Twilight
Middle English,Twilight
Ancient Greek,Twill
Latin,Twill
Proto-Indo-European,Twill
English,Twill
Proto-Italic,Twill
Arabic,Twill
Maltese,Twill
Old Latin,Twill
Proto-Germanic,Twill
Middle English,Twill
Old English,Twill
Old Dutch,Twill
Proto-Hellenic,Twill
Moroccan Arabic,Twill
English,Twin
Proto-Indo-European,Twin
Old English,Twin
Proto-Germanic,Twin
English,Twine
Proto-Indo-European,Twine
Proto-Germanic,Twine
Middle English,Twine
Old English,Twine
English,Twinkling
Latin,Twinkling
Gaulish,Twinkling
Proto-Celtic,Twinkling
Proto-Indo-European,Twinkling
Old English,Twinkling
Middle English,Twinkling
Proto-Germanic,Twinkling
Old French,Twinkling
Proto-West Germanic,Twinkling
Proto-Italic,Twinkling
Celtic,Twinkling
English,Twins
Proto-Indo-European,Twins
Latin,Twins
Ancient Greek,Twins
Proto-Italic,Twins
French,Twins
Middle French,Twins
Proto-Germanic,Twins
Old English,Twins
Old French,Twins
Proto-Slavic,Twins
Middle English,Twins
Anglo-Norman,Twins
Proto-West Germanic,Twins
Ukrainian,Twins
English,Twist
Middle English,Twist
Old English,Twist
Proto-Germanic,Twist
English,Twisted
Middle English,Twisted
Old English,Twisted
Proto-Germanic,Twisted
English,Twisting
Middle English,Twisting
Old English,Twisting
Proto-Germanic,Twisting
English,Twitch
Proto-Indo-European,Twitch
Middle English,Twitch
Old English,Twitch
Proto-Germanic,Twitch
Proto-West Germanic,Twitch
English,Twitched
English,Twitching
Vietnamese,Twitching
English,Two
Proto-Indo-European,Two
Proto-Germanic,Two
Old English,Two
Middle English,Two
English,Twopence
Proto-Indo-European,Twopence
Proto-Germanic,Twopence
Old English,Twopence
German,Twopence
Middle English,Twopence
Proto-West Germanic,Twopence
English,Twos
Proto-Indo-European,Twos
Ancient Greek,Twos
Proto-Germanic,Twos
Old English,Twos
Middle English,Twos
Proto-West Germanic,Twos
Proto-Indo-European,Tying
English,Tying
Proto-Germanic,Tying
Old English,Tying
Middle English,Tying
Ancient Greek,Type
English,Type
Latin,Type
Middle English,Type
Proto-Indo-European,Type
English,Typhoon
Chinese,Typhoon
Arabic,Typhoon
Portuguese,Typhoon
Classical Syriac,Typhoon
Proto-Indo-European,Typical
Ancient Greek,Typical
English,Typical
Latin,Typical
Proto-Indo-European,Tyrannical
Ancient Greek,Tyrannical
English,Tyrannical
Latin,Tyrannical
Proto-Hellenic,Tyrannical
English,Tyrant
Ancient Greek,Tyrant
Latin,Tyrant
Old French,Tyrant
Middle English,Tyrant
English,Tyre
Ancient Greek,Tyre
Proto-Indo-European,Tyre
Latin,Tyre
Proto-Italic,Tyre
Phoenician,Tyre
Old French,Tyre
Etruscan,Tyre
Egyptian,Tyre
Proto-Germanic,Tyre
Proto-Hellenic,Tyre
Middle English,Tyre
Vulgar Latin,Tyre
Ancient Greek,Tyro
English,Tyro
Proto-Indo-European,Tyro
Phoenician,Tyro
Latin,Tyro
Proto-Hellenic,Tyro
Irish,Tyrone
English,Tyrone
English,Tyros
Ancient Greek,Tyros
Proto-Indo-European,Tyros
Phoenician,Tyros
Proto-Hellenic,Tyros
English,U
Old English,U
Middle English,U
Proto-West Germanic,U
English,Ubiquitous
Proto-Indo-European,Ubiquitous
Latin,Ubiquitous
Proto-Italic,Ubiquitous
Medieval Latin,Ubiquitous
Proto-Indo-European,Ubiquity
Latin,Ubiquity
English,Ubiquity
Proto-Italic,Ubiquity
Medieval Latin,Ubiquity
English,Ugly
Proto-Indo-European,Ugly
Old Norse,Ugly
Proto-Germanic,Ugly
Middle English,Ugly
English,Uh
English,Uk
Russian,Uk
Proto-Indo-European,Uk
Proto-Slavic,Uk
Old Church Slavonic,Uk
Old East Slavic,Uk
English,Ulceration
Latin,Ulceration
Ancient Greek,Ulceration
Proto-Indo-European,Ulceration
Proto-Italic,Ulceration
Irish,Ulceration
Old French,Ulceration
Middle English,Ulceration
Proto-Hellenic,Ulceration
Latin,Ulcerous
English,Ulcerous
Proto-Italic,Ulcerous
